district,week_id,start_date,end_date,Duration,T2M_max,T2M_min,T2M_avg,T2M_MAX_max,T2M_MAX_min,T2M_MAX_avg,T2M_MIN_max,T2M_MIN_min,T2M_MIN_avg,RH2M_max,RH2M_min,RH2M_avg,PRECTOTCORR_max,PRECTOTCORR_min,PRECTOTCORR_avg,month,monsoon_IM2,monsoon_NE,monsoon_SW,week_number,sin_week,cos_week,PRECTOTCORR_avg_lag_1,PRECTOTCORR_avg_lag_2,PRECTOTCORR_avg_lag_3,PRECTOTCORR_avg_lag_4,PRECTOTCORR_avg_lag_5,PRECTOTCORR_avg_lag_6,T2M_avg_lag_1,T2M_avg_lag_2,T2M_avg_lag_3,T2M_avg_lag_4,T2M_avg_lag_5,T2M_avg_lag_6,RH2M_avg_lag_1,RH2M_avg_lag_2,RH2M_avg_lag_3,RH2M_avg_lag_4,RH2M_avg_lag_5,RH2M_avg_lag_6,target
Kilinochchi,194,2023-09-16,2023-09-22, 2023-09-16 to 2023-09-22,29.58,27.96,28.51571429,32.33,29.82,30.78714286,27.32,26.46,26.78571429,81.83,72.13,78.17142857,10.15,1.61,5.897142857,9,False,False,True,37,-0.970941817,-0.239315664,0.58,1.324285714,1.502857143,0.62,0.891428571,3.232857143,29.47428571,29.14285714,29.48428571,29.63714286,29.43428571,29.71571429,72.18142857,75.26428571,74.85285714,73.61285714,73.80285714,74.93285714,0
Kegalle,195,2023-09-23,2023-09-29, 2023-09-23 to 2023-09-29,26.19,24.88,25.70428571,30.66,28.56,29.76714286,23.76,22.89,23.25857143,85.07,83.46,84.27428571,17.37,2.86,8.367142857,9,False,False,True,38,-0.992708874,-0.12053668,6.954285714,3.171428571,10.44714286,4.681428571,0.582857143,0.207142857,25.96285714,25.98714286,25.87714286,26.86,27.57571429,27.00714286,80.67285714,79.68,81.81714286,77.65428571,72.73571429,73.36857143,0
Kalutara,43,2020-10-24,2020-10-30, 2020-10-24 to 2020-10-30,26.66,26.29,26.53285714,28.79,28.05,28.31857143,25.6,24.92,25.22142857,88.15,84.99,87.01857143,4.29,1.63,2.654285714,10,True,False,False,43,-0.885456026,0.464723172,1.611428571,10.63142857,2.261428571,7.427142857,10.81428571,7.205714286,26.66,26.89714286,26.60857143,26.44857143,26.33857143,26.62714286,86.57428571,85.93142857,84.62714286,87.11571429,85.65285714,87.68857143,0
Mannar,69,2021-04-24,2021-04-30, 2021-04-24 to 2021-04-30,29.69,29.0,29.23285714,31.8,31.08,31.38,27.88,26.6,27.27142857,80.65,77.21,78.38571429,9.33,0.78,2.977142857,4,False,False,False,16,0.935016243,-0.354604887,0.52,7.955714286,0.547142857,0.56,0.474285714,0.027142857,29.07,28.65,29.12142857,28.84428571,27.99571429,27.30714286,79.08,75.66285714,73.03857143,76.35142857,74.99857143,77.79285714,0
Galle,218,2024-03-02,2024-03-08, 2024-03-02 to 2024-03-08,28.48,27.61,28.03857143,29.72,28.33,29.05285714,27.31,26.73,27.06285714,81.98,72.12,76.87285714,5.41,0.29,2.077142857,3,False,False,False,9,0.885456026,0.464723172,1.558571429,1.095714286,1.17,2.057142857,5.957142857,3.212857143,28.39714286,28.23,27.86,27.71714286,27.68428571,27.63,80.50285714,80.99,80.16,77.57428571,81.10714286,74.73285714,0
Kilinochchi,23,2020-06-06,2020-06-12, 2020-06-06 to 2020-06-12,29.9,28.93,29.53428571,32.34,30.21,31.32,28.54,27.76,28.17428571,76.76,71.61,74.79,2.14,0.38,1.237142857,6,False,False,True,23,0.354604887,-0.935016243,0.402857143,0.398571429,2.134285714,7.495714286,3.665714286,1.835714286,29.74857143,30.12,30.08428571,29.90857143,30.44571429,30.35571429,77.17142857,79.42857143,76.60142857,75.36857143,72.87142857,73.76142857,0
Kalutara,61,2021-02-27,2021-03-05, 2021-02-27 to 2021-03-05,27.05,26.15,26.64,30.17,29.11,29.51428571,25.47,22.75,23.76571429,80.05,70.21,74.11714286,0.87,0.04,0.331428571,2,False,True,False,8,0.822983866,0.568064747,2.96,1.088571429,2.021428571,4.822857143,1.1,7.528571429,27.03571429,26.64857143,26.00857143,26.36142857,25.74,26.23571429,80.45571429,80.79428571,79.12,81.17142857,77.86,84.87428571,0
Gampaha,39,2020-09-26,2020-10-02, 2020-09-26 to 2020-10-02,26.25,26.06,26.14571429,28.19,27.52,27.85857143,25.4,24.33,24.87857143,89.49,84.66,87.24142857,14.65,1.67,6.098571429,9,False,False,True,39,-1.0,-1.84e-16,9.901428571,5.165714286,8.87,4.778571429,1.7,0.284285714,26.00428571,26.34142857,26.3,26.21285714,26.65142857,26.44714286,85.66142857,87.73714286,85.95,86.20571429,85.01571429,86.78285714,1
Mannar,146,2022-10-15,2022-10-21, 2022-10-15 to 2022-10-21,27.37,27.01,27.23857143,29.45,28.26,28.81714286,26.38,25.77,26.03,84.92,81.01,83.32428571,21.42,3.0,10.85428571,10,True,False,False,41,-0.970941817,0.239315664,8.707142857,0.181428571,1.951428571,0.144285714,0.052857143,1.211428571,28.09142857,28.00571429,28.44428571,28.08857143,27.72714286,27.33285714,78.85285714,76.39571429,76.98142857,78.02714286,80.10142857,81.91142857,0
Kegalle,237,2024-07-13,2024-07-19, 2024-07-13 to 2024-07-19,26.48,25.44,26.05571429,30.51,28.19,29.56142857,24.01,23.08,23.73,84.76,78.25,81.66,3.46,0.01,1.262857143,7,False,False,True,28,-0.239315664,-0.970941817,1.441428571,1.942857143,2.345714286,1.417142857,1.13,3.617142857,26.21857143,26.59,26.20428571,26.68714286,26.59571429,26.50857143,80.80857143,80.90142857,81.49714286,82.61428571,83.26714286,84.32285714,0
Mannar,242,2024-08-17,2024-08-23, 2024-08-17 to 2024-08-23,28.8,27.58,28.38571429,32.21,28.92,30.61428571,27.37,26.57,26.93,83.13,76.76,80.49,18.25,0.05,4.867142857,8,False,False,True,33,-0.748510748,-0.663122658,4.368571429,2.217142857,0.048571429,0.06,0.072857143,0.342857143,29.10142857,28.70428571,29.37857143,29.52285714,29.40285714,29.07571429,78.76142857,78.02571429,75.21,75.00285714,72.79571429,75.03857143,0
Anuradhapura,63,2021-03-13,2021-03-19, 2021-03-13 to 2021-03-19,26.04,25.42,25.76,31.18,29.1,30.44,22.72,21.54,22.21,84.45,81.04,83.23571429,1.77,0.0,0.391428571,3,False,False,False,10,0.935016243,0.354604887,3.601428571,0.017142857,1.604285714,0.44,0.628571429,4.382857143,25.67857143,24.07428571,25.17428571,24.63285714,23.40714286,24.57571429,87.02428571,81.66571429,85.30571429,86.19428571,84.21857143,88.39714286,0
Badulla,150,2022-11-12,2022-11-18, 2022-11-12 to 2022-11-18,23.67,21.99,22.72285714,27.09,24.72,26.13571429,21.88,18.11,20.08857143,94.74,88.66,90.83428571,46.61,0.25,20.98142857,11,True,False,False,45,-0.748510748,0.663122658,11.81,18.61,8.697142857,19.52571429,10.71428571,2.998571429,23.60428571,24.14,24.28714286,24.30142857,25.07428571,24.22857143,89.56142857,88.42571429,84.99142857,86.35428571,84.46285714,81.66285714,4
Monaragala,65,2021-03-27,2021-04-02, 2021-03-27 to 2021-04-02,26.43,23.01,24.97857143,32.22,26.33,29.95428571,21.6,19.77,20.80857143,89.16,76.98,81.89857143,18.67,0.0,4.858571429,3,False,False,False,12,0.992708874,0.12053668,3.408571429,1.742857143,11.89285714,1.302857143,3.735714286,1.207142857,23.89857143,23.55285714,23.47,22.62142857,23.71714286,23.39571429,85.78714286,89.23857143,91.11142857,84.97,88.99571429,88.58428571,3
Kegalle,52,2020-12-26,2021-01-01, 2020-12-26 to 2021-01-01,24.66,22.84,23.82142857,29.24,26.86,27.98428571,21.64,19.52,20.83,92.5,88.84,90.91571429,22.45,2.02,11.93285714,12,False,True,False,52,6.43e-16,1.0,18.48,2.938571429,1.994285714,12.22714286,4.747142857,11.11714286,23.49285714,23.35714286,24.50428571,24.17,23.96285714,24.85,93.05571429,86.84857143,88.03428571,91.74428571,90.22285714,89.10285714,0
Kandy,281,2025-05-17,2025-05-23, 2025-05-17 to 2025-05-23,26.24,25.21,25.82571429,29.87,28.47,29.27428571,23.9,22.36,23.30714286,89.28,86.22,88.17857143,28.38,0.53,8.11,5,False,False,True,20,0.663122658,-0.748510748,1.724285714,8.43,12.59857143,5.442857143,2.04,8.847142857,26.09857143,25.97,26.38285714,25.96571429,25.97857143,25.69428571,86.78571429,87.16142857,84.86857143,87.58714286,87.51142857,87.25285714,1
Mannar,264,2025-01-18,2025-01-24, 2025-01-18 to 2025-01-24,25.98,25.45,25.71428571,28.03,26.67,27.46857143,25.09,23.88,24.51857143,91.23,81.5,86.28714286,16.59,0.03,8.517142857,1,False,True,False,3,0.354604887,0.935016243,8.605714286,0.708571429,3.828571429,1.012857143,2.871428571,8.478571429,25.78857143,25.64857143,26.43,26.70428571,26.17857143,26.88142857,87.81857143,81.21571429,83.17857143,84.29285714,87.60571429,86.07571429,0
Kurunegala,215,2024-02-10,2024-02-16, 2024-02-10 to 2024-02-16,24.79,23.23,24.11571429,28.92,27.17,28.25428571,22.23,19.65,21.24142857,92.29,86.6,88.79428571,1.86,0.0,0.745714286,2,False,True,False,6,0.663122658,0.748510748,1.671428571,4.645714286,1.221428571,5.447142857,20.73,14.66285714,23.48,24.20714286,22.71428571,23.00428571,24.03857143,24.36428571,89.59428571,91.4,88.87714286,90.01428571,92.86285714,92.39,0
Matale,167,2023-03-11,2023-03-17, 2023-03-11 to 2023-03-17,25.33,24.1,24.65,29.73,27.86,28.79142857,22.41,20.38,21.54428571,90.28,85.31,87.92285714,9.27,0.31,4.117142857,3,False,False,False,10,0.935016243,0.354604887,1.638571429,3.838571429,5.124285714,0.11,2.814285714,8.022857143,24.19428571,23.24,23.23,21.51142857,23.47142857,22.63714286,88.36714286,86.58714286,87.68,87.4,90.45571429,92.18142857,0
Anuradhapura,262,2025-01-04,2025-01-10, 2025-01-04 to 2025-01-10,25.35,23.43,24.34,29.53,27.71,28.56428571,23.34,19.8,21.4,91.02,80.93,87.25285714,9.48,0.1,2.732857143,1,False,True,False,1,0.12053668,0.992708874,6.597142857,1.758571429,6.512857143,6.45,0.277142857,30.49142857,25.07285714,25.40571429,25.31714286,25.61,25.86714286,25.28428571,88.40714286,89.19428571,91.24285714,89.49857143,87.52285714,93.00142857,1
Jaffna,115,2022-03-12,2022-03-18, 2022-03-12 to 2022-03-18,28.84,27.65,28.15142857,31.61,29.48,30.40142857,26.62,25.8,26.23714286,75.92,62.76,71.38428571,0.27,0.0,0.094285714,3,False,False,False,10,0.935016243,0.354604887,0.485714286,1.591428571,1.148571429,4.594285714,3.455714286,0.814285714,27.38714286,27.24428571,27.05714286,26.34857143,26.33857143,26.28714286,78.82571429,75.90571429,76.98571429,76.36714286,77.33,76.54857143,0
Batticaloa,207,2023-12-16,2023-12-22, 2023-12-16 to 2023-12-22,27.91,26.96,27.34714286,28.74,27.96,28.30285714,27.29,26.06,26.56714286,87.39,81.82,85.24571429,17.22,0.25,8.907142857,12,False,True,False,50,-0.239315664,0.970941817,24.90428571,18.31714286,16.27428571,7.718571429,9.665714286,9.7,27.50714286,27.52142857,27.62714286,27.68714286,27.71142857,27.41285714,87.06142857,88.85714286,85.52142857,82.14571429,84.71,82.33428571,1
Gampaha,17,2020-04-25,2020-05-01, 2020-04-25 to 2020-05-01,28.55,27.62,28.02428571,31.21,29.19,30.08571429,26.79,26.08,26.37,86.25,77.2,82.27714286,14.41,2.89,6.717142857,4,False,False,False,17,0.885456026,-0.464723172,8.472857143,9.008571429,4.07,1.847142857,0.885714286,2.26,28.52142857,28.57,28.31428571,28.39857143,28.08857143,28.33142857,78.94428571,75.77714286,76.33714286,70.32285714,69.89571429,73.96714286,0
Vavuniya,190,2023-08-19,2023-08-25, 2023-08-19 to 2023-08-25,30.69,29.77,30.23714286,36.46,34.5,35.36714286,26.64,26.16,26.43428571,69.4,63.02,66.11142857,2.99,0.0,0.745714286,8,False,False,True,33,-0.748510748,-0.663122658,0.444285714,2.457142857,0.024285714,0.187142857,0.235714286,0.58,29.86285714,30.33285714,30.17,29.28,29.46285714,29.20142857,66.75857143,67.99285714,66.69714286,70.39142857,72.46571429,72.27714286,0
Mullaitivu,78,2021-06-26,2021-07-02, 2021-06-26 to 2021-07-02,29.22,28.18,28.96285714,32.08,28.98,31.19571429,27.49,26.88,27.25142857,80.18,74.6,77.31,5.34,0.29,1.852857143,6,False,False,True,25,0.12053668,-0.992708874,0.968571429,0.92,0.878571429,3.384285714,2.445714286,2.837142857,29.06714286,29.39142857,28.97428571,29.48857143,29.36142857,29.26857143,78.70142857,77.05571429,80.21,79.67142857,78.46,79.49714286,0
Polonnaruwa,137,2022-08-13,2022-08-19, 2022-08-13 to 2022-08-19,29.47,28.3,28.97571429,34.96,31.88,33.61428571,25.94,24.86,25.29571429,75.65,68.44,71.25428571,1.25,0.0,0.7,8,False,False,True,32,-0.663122658,-0.748510748,0.115714286,3.682857143,3.922857143,6.471428571,1.521428571,0.517142857,28.04142857,27.21142857,27.93142857,28.28857143,27.96,28.02285714,73.22142857,78.68857143,75.3,77.78714286,71.94142857,75.35857143,0
Badulla,167,2023-03-11,2023-03-17, 2023-03-11 to 2023-03-17,24.13,23.3,23.76285714,28.33,26.78,27.31857143,21.64,20.81,21.22,92.89,88.64,91.03428571,14.89,1.09,5.774285714,3,False,False,False,10,0.935016243,0.354604887,3.092857143,5.934285714,9.998571429,0.542857143,2.928571429,8.385714286,23.47285714,22.73142857,22.8,21.33142857,23.02571429,22.32142857,90.70285714,88.29571429,90.12714286,88.18,91.75142857,92.29,1
Jaffna,179,2023-06-03,2023-06-09, 2023-06-03 to 2023-06-09,29.8,29.66,29.72714286,31.55,30.69,31.01,29.02,28.32,28.74428571,81.73,77.49,79.79285714,1.69,0.02,0.638571429,6,False,False,True,22,0.464723172,-0.885456026,0.355714286,0.572857143,0.317142857,8.865714286,18.07285714,2.461428571,29.82,29.41,29.53428571,28.85142857,29.12142857,30.29714286,79.53428571,82.77857143,83.59857143,79.41,79.02285714,72.84142857,0
Mullaitivu,257,2024-11-30,2024-12-06, 2024-11-30 to 2024-12-06,27.63,26.85,27.18714286,29.35,27.4,28.5,26.44,25.45,26.02142857,89.8,81.8,85.32285714,1.6,0.01,0.885714286,11,True,False,False,48,-0.464723172,0.885456026,32.28714286,15.53428571,4.625714286,11.80714286,3.39,4.354285714,27.25857143,28.12857143,28.32857143,28.19142857,28.57857143,28.47714286,87.29,83.13857143,81.77857143,80.56714286,82.33,80.97,0
Hambantota,173,2023-04-22,2023-04-28, 2023-04-22 to 2023-04-28,29.45,28.05,28.72571429,30.77,28.98,29.88714286,28.4,27.09,27.69714286,83.95,74.79,80.40714286,24.81,3.07,13.07142857,4,False,False,False,16,0.935016243,-0.354604887,2.707142857,4.167142857,6.225714286,1.021428571,7.021428571,7.215714286,28.93285714,28.52571429,28.16428571,28.59571429,27.82428571,27.47142857,78.55285714,79.05285714,77.41571429,73.55,79.65,83.49857143,0
Nuwara Eliya,115,2022-03-12,2022-03-18, 2022-03-12 to 2022-03-18,23.24,22.34,22.81285714,28.13,26.26,27.17714286,20.51,18.08,19.25142857,88.65,80.95,86.09857143,13.98,0.08,3.257142857,3,False,False,False,10,0.935016243,0.354604887,2.387142857,2.444285714,16.25714286,5.521428571,1.221428571,1.085714286,22.4,21.7,22.51714286,21.36857143,21.19714286,21.85285714,87.39714286,89.61285714,87.42285714,87.44714286,86.56,85.15857143,0
Hambantota,179,2023-06-03,2023-06-09, 2023-06-03 to 2023-06-09,28.27,28.07,28.19857143,29.39,28.83,29.23714286,27.65,27.36,27.48428571,86.72,82.38,84.05285714,7.81,2.76,5.402857143,6,False,False,True,22,0.464723172,-0.885456026,6.48,2.99,5.004285714,7.071428571,14.58857143,13.07142857,28.62428571,28.28714286,28.45285714,28.35142857,28.43428571,28.72571429,83.96714286,85.31714286,87.05,82.40571429,80.91571429,80.40714286,0
Kilinochchi,50,2020-12-12,2020-12-18, 2020-12-12 to 2020-12-18,27.05,25.64,26.46857143,28.5,26.41,27.49285714,25.97,25.22,25.69285714,89.88,66.13,80.11428571,29.96,0.39,12.93285714,12,False,True,False,50,-0.239315664,0.970941817,15.83142857,38.36571429,9.162857143,12.92714286,17.94857143,3.72,26.67857143,27.10714286,27.34857143,27.71714286,28.04857143,28.40142857,84.88,85.84857143,83.01142857,83.63142857,83.31571429,77.39857143,0
Badulla,270,2025-03-01,2025-03-07, 2025-03-01 to 2025-03-07,24.49,23.45,23.95,29.41,26.83,28.04142857,22.76,18.94,20.63857143,94.14,72.38,85.84857143,37.75,0.0,9.62,3,False,False,False,9,0.885456026,0.464723172,16.31857143,0.072857143,0.057142857,0.53,9.457142857,12.13142857,23.87,22.48428571,22.30142857,22.64285714,22.35285714,22.96857143,90.60428571,86.54571429,87.98571429,89.57857143,92.71285714,93.71428571,1
Polonnaruwa,211,2024-01-13,2024-01-19, 2024-01-13 to 2024-01-19,26.06,24.14,25.20285714,28.95,27.07,28.04714286,24.35,21.79,23.04142857,89.31,79.63,85.14857143,32.08,0.02,9.655714286,1,False,True,False,2,0.239315664,0.970941817,27.02285714,13.61,17.11571429,12.24428571,45.02285714,14.83857143,25.97857143,26.16857143,26.49285714,26.38857143,26.41428571,26.85428571,89.75714286,88.28428571,88.56285714,90.21571429,91.05285714,90.39142857,0
Colombo,91,2021-09-25,2021-10-01, 2021-09-25 to 2021-10-01,26.45,25.21,26.07285714,28.31,26.29,27.60714286,25.55,24.2,24.98428571,88.27,84.5,86.68857143,43.12,1.05,13.36714286,9,False,False,True,38,-0.992708874,-0.12053668,6.535714286,5.255714286,5.752857143,6.07,8.35,2.178571429,26.71428571,26.48285714,26.48857143,26.29285714,26.17714286,25.94857143,87.43571429,87.54428571,86.99285714,87.34571429,87.22428571,88.1,0
Trincomalee,190,2023-08-19,2023-08-25, 2023-08-19 to 2023-08-25,30.52,30.07,30.37285714,35.46,33.48,34.74285714,27.34,26.55,26.87285714,68.71,65.66,67.02142857,2.28,0.01,0.532857143,8,False,False,True,33,-0.748510748,-0.663122658,0.247142857,1.112857143,0.051428571,0.14,0.161428571,0.285714286,30.08714286,30.15428571,29.74428571,29.37428571,29.56857143,29.29,67.23714286,69.66,71.13571429,71.98714286,72.96285714,73.50714286,0
Matara,234,2024-06-22,2024-06-28, 2024-06-22 to 2024-06-28,28.28,27.6,27.93714286,29.61,28.75,29.29,27.38,26.7,27.04428571,87.05,81.03,83.85571429,5.58,1.47,3.221428571,6,False,False,True,25,0.12053668,-0.992708874,2.355714286,1.477142857,7.647142857,5.932857143,9.555714286,10.18,28.09428571,28.12,27.76142857,27.99,28.39714286,28.45714286,85.19857143,85.18714286,86.00857143,86.97428571,84.8,82.96857143,0
Badulla,161,2023-01-28,2023-02-03, 2023-01-28 to 2023-02-03,23.45,21.52,22.32142857,26.43,23.56,25.13428571,21.9,17.37,20.22428571,94.41,88.23,92.29,23.56,0.49,8.385714286,1,False,True,False,4,0.464723172,0.885456026,9.308571429,1.955714286,3.525714286,1.752857143,20.63285714,16.68857143,21.96857143,21.87857143,21.56857143,21.81857143,23.09428571,22.95142857,92.55142857,89.45857143,90.12142857,91.68428571,91.79714286,94.04714286,2
Matara,29,2020-07-18,2020-07-24, 2020-07-18 to 2020-07-24,27.1,26.35,26.62857143,28.68,27.16,27.79285714,26.12,25.32,25.76,88.72,83.1,86.39714286,23.15,1.22,7.948571429,7,False,False,True,29,-0.354604887,-0.935016243,5.974285714,3.665714286,5.115714286,4.528571429,2.588571429,6.151428571,27.11428571,27.40857143,27.62142857,27.46857143,27.90714286,27.68714286,85.16714286,82.98428571,84.93285714,81.86,85.41571429,83.69714286,0
Kegalle,8,2020-02-22,2020-02-28, 2020-02-22 to 2020-02-28,24.98,24.02,24.60428571,30.69,28.48,29.91428571,22.52,19.21,20.85,88.02,80.29,84.28571429,2.24,0.0,0.46,2,False,True,False,8,0.822983866,0.568064747,1.982857143,0.887142857,0.008571429,0.001428571,3.558571429,0.998571429,23.65714286,23.47142857,22.98571429,22.31714286,24.24714286,22.47857143,84.49714286,85.88428571,86.90285714,85.88714286,90.11571429,86.89,0
Puttalam,137,2022-08-13,2022-08-19, 2022-08-13 to 2022-08-19,27.95,27.41,27.65428571,31.92,29.9,30.93571429,25.68,25.21,25.47714286,81.86,76.83,79.32571429,1.4,0.01,0.45,8,False,False,True,32,-0.663122658,-0.748510748,0.218571429,3.05,5.785714286,5.068571429,0.325714286,0.417142857,27.09285714,26.77285714,27.28428571,27.31285714,27.04,27.19428571,82.13428571,82.86,80.60285714,83.33571429,80.08,81.76428571,0
Mannar,37,2020-09-12,2020-09-18, 2020-09-12 to 2020-09-18,28.19,27.7,28.01285714,30.54,29.19,29.79142857,27.1,26.5,26.71,83.03,76.66,80.29714286,0.46,0.1,0.197142857,9,False,False,True,37,-0.970941817,-0.239315664,7.072857143,6.555714286,0.244285714,0.042857143,2.117142857,0.44,27.94285714,28.19142857,28.84714286,28.34285714,28.03428571,28.42285714,80.16857143,79.70571429,76.66285714,78.98142857,79.06714286,76.00714286,0
Puttalam,111,2022-02-12,2022-02-18, 2022-02-12 to 2022-02-18,26.24,24.9,25.50142857,29.74,28.46,29.28571429,24.16,21.11,22.67,85.42,77.66,81.10428571,26.88,0.0,6.072857143,2,False,True,False,6,0.663122658,0.748510748,0.424285714,0.167142857,0.038571429,0.075714286,0.682857143,7.301428571,25.52428571,25.61142857,25.20142857,25.46571429,26.17714286,26.03285714,79.80285714,81.08714286,77.23,80.70285714,85.16428571,87.20428571,0
Monaragala,191,2023-08-26,2023-09-01, 2023-08-26 to 2023-09-01,26.92,25.11,25.95428571,32.98,29.0,31.00428571,23.07,22.28,22.65142857,85.37,77.09,81.0,23.67,0.74,9.618571429,8,False,False,True,34,-0.822983866,-0.568064747,1.334285714,1.072857143,2.697142857,0.247142857,0.831428571,1.511428571,26.88428571,26.00571429,25.99428571,25.85142857,25.25142857,25.32857143,73.66285714,76.68428571,79.55571429,78.08,79.60142857,81.67285714,1
Mullaitivu,240,2024-08-03,2024-08-09, 2024-08-03 to 2024-08-09,29.55,28.17,28.80285714,31.62,28.99,30.35285714,27.8,27.2,27.41,82.52,74.32,79.38,8.96,1.26,4.517142857,8,False,False,True,31,-0.568064747,-0.822983866,0.465714286,0.198571429,0.39,1.048571429,1.43,0.774285714,29.71142857,29.93857143,29.72142857,29.28571429,29.23857143,29.50142857,74.54571429,73.96,73.32857143,75.94857143,79.30714286,73.23285714,0
Matale,178,2023-05-27,2023-06-02, 2023-05-27 to 2023-06-02,27.32,26.03,26.5,31.5,29.52,30.34142857,24.36,22.11,23.6,89.04,84.18,86.06428571,5.16,0.06,1.937142857,5,False,False,True,21,0.568064747,-0.822983866,0.881428571,1.13,5.837142857,18.06571429,7.031428571,1.53,26.18285714,26.67571429,25.10142857,25.55714286,26.57571429,26.68714286,86.33285714,86.59142857,87.28571429,87.69857143,83.38857143,78.58142857,0
Kurunegala,293,2025-08-09,2025-08-15, 2025-08-09 to 2025-08-15,25.26,24.28,24.90857143,29.52,27.78,28.60285714,23.15,22.13,22.56714286,86.88,83.83,85.13142857,5.28,0.41,1.565714286,8,False,False,True,32,-0.663122658,-0.748510748,4.042857143,2.015714286,4.758571429,0.954285714,0.122857143,0.577142857,24.86,25.31714286,24.67571429,25.27142857,25.76571429,25.52,86.69142857,84.76285714,87.59285714,86.04285714,87.72571429,87.20428571,1
Vavuniya,80,2021-07-10,2021-07-16, 2021-07-10 to 2021-07-16,28.95,27.81,28.38285714,33.42,30.41,32.25,26.27,25.57,25.89142857,79.79,68.93,74.9,9.9,1.82,4.511428571,7,False,False,True,27,-0.12053668,-0.992708874,3.4,1.621428571,0.517142857,0.478571429,0.567142857,3.208571429,28.54714286,28.56142857,28.58857143,28.84857143,28.22285714,29.05857143,78.91142857,75.68285714,77.00571429,75.49,80.53714286,78.89428571,0
Hambantota,69,2021-04-24,2021-04-30, 2021-04-24 to 2021-04-30,28.82,28.29,28.59571429,29.99,29.26,29.70285714,27.99,27.01,27.59571429,83.1,79.8,81.20857143,20.57,1.02,5.801428571,4,False,False,False,16,0.935016243,-0.354604887,5.428571429,6.332857143,0.742857143,9.445714286,4.457142857,2.814285714,28.34142857,27.93,28.12571429,27.57142857,27.34571429,27.33,81.80142857,77.41142857,80.47,80.98,79.40857143,81.49714286,1
Ratnapura,59,2021-02-13,2021-02-19, 2021-02-13 to 2021-02-19,25.6,24.6,25.14142857,31.03,29.41,30.34714286,21.7,19.91,20.76714286,84.34,80.13,82.38142857,4.02,0.07,0.914285714,2,False,True,False,6,0.663122658,0.748510748,1.898571429,3.98,0.852857143,4.185714286,13.77285714,5.805714286,23.87857143,24.21,23.38,24.45285714,23.69,24.40285714,83.09142857,85.68428571,83.48714286,88.37142857,90.23285714,88.41428571,1
Ratnapura,75,2021-06-05,2021-06-11, 2021-06-05 to 2021-06-11,25.31,24.66,25.11,28.77,26.35,27.98857143,23.83,22.32,23.21285714,93.0,87.62,90.22285714,18.11,0.48,6.064285714,6,False,False,True,22,0.464723172,-0.885456026,9.188571429,11.23285714,5.274285714,13.82857143,10.73857143,5.258571429,25.49285714,25.38714286,25.56285714,25.65857143,25.93428571,26.03571429,89.6,90.43142857,88.70285714,89.89571429,86.20571429,86.73142857,0
Galle,53,2021-01-02,2021-01-08, 2021-01-02 to 2021-01-08,27.36,26.69,26.93714286,28.86,27.25,27.92,26.32,25.76,25.98714286,87.1,79.85,83.53,14.2,1.07,6.01,1,False,True,False,53,0.12053668,0.992708874,9.055714286,12.34428571,1.72,5.98,5.34,3.868571429,26.98428571,26.95142857,27.10714286,27.72,27.70142857,27.34142857,82.65714286,83.06571429,75.84571429,79.14,80.71428571,82.19857143,1
Ratnapura,223,2024-04-06,2024-04-12, 2024-04-06 to 2024-04-12,27.71,25.84,26.88428571,33.0,29.67,31.64428571,24.87,21.53,23.58571429,88.57,76.96,83.62857143,7.38,0.21,2.664285714,4,False,False,False,14,0.992708874,-0.12053668,4.924285714,2.721428571,3.367142857,0.92,0.627142857,0.707142857,27.03428571,26.40428571,25.50571429,25.55571429,25.47142857,25.62,82.49142857,83.63714286,81.39,80.05,82.95714286,84.44,0
Hambantota,273,2025-03-22,2025-03-28, 2025-03-22 to 2025-03-28,28.5,27.78,28.22857143,30.15,28.5,29.6,27.36,26.62,27.04,86.24,78.67,82.66,9.4,2.2,6.04,3,False,False,False,12,0.992708874,0.12053668,5.834285714,20.01714286,15.16428571,14.52142857,0.092857143,0.025714286,27.78571429,27.60428571,27.53571429,27.68285714,27.04142857,26.92857143,84.05,79.23,80.02,83.34714286,77.92,78.37857143,1
Ampara,122,2022-04-30,2022-05-06, 2022-04-30 to 2022-05-06,29.65,28.67,29.28857143,31.77,29.99,30.95857143,28.64,26.85,27.71714286,84.17,73.05,78.98714286,14.34,1.78,7.774285714,4,False,False,False,17,0.885456026,-0.464723172,4.615714286,5.1,21.95142857,3.955714286,1.18,2.512857143,28.55571429,28.70571429,28.30142857,27.99571429,28.15142857,28.19428571,80.00285714,82.28571429,80.19714286,78.56428571,80.7,80.13857143,0
Badulla,175,2023-05-06,2023-05-12, 2023-05-06 to 2023-05-12,25.61,24.03,24.61428571,29.58,27.62,28.37,22.73,21.09,21.86428571,87.72,84.75,86.14428571,10.66,2.62,5.38,5,False,False,True,18,0.822983866,-0.568064747,23.94142857,9.134285714,2.291428571,1.224285714,4.977142857,0.214285714,25.11714286,25.81285714,26.02,24.94857143,25.05571429,25.13428571,87.34714286,85.38714286,80.71714286,84.58714286,84.50714286,81.79571429,3
