district,week_id,start_date,end_date,Duration,T2M_max,T2M_min,T2M_avg,T2M_MAX_max,T2M_MAX_min,T2M_MAX_avg,T2M_MIN_max,T2M_MIN_min,T2M_MIN_avg,RH2M_max,RH2M_min,RH2M_avg,PRECTOTCORR_max,PRECTOTCORR_min,PRECTOTCORR_avg,month,monsoon_IM2,monsoon_NE,monsoon_SW,week_number,sin_week,cos_week,PRECTOTCORR_avg_lag_1,PRECTOTCORR_avg_lag_2,PRECTOTCORR_avg_lag_3,PRECTOTCORR_avg_lag_4,PRECTOTCORR_avg_lag_5,PRECTOTCORR_avg_lag_6,T2M_avg_lag_1,T2M_avg_lag_2,T2M_avg_lag_3,T2M_avg_lag_4,T2M_avg_lag_5,T2M_avg_lag_6,RH2M_avg_lag_1,RH2M_avg_lag_2,RH2M_avg_lag_3,RH2M_avg_lag_4,RH2M_avg_lag_5,RH2M_avg_lag_6,target
Vavuniya,280,2025-05-10,2025-05-16, 2025-05-10 to 2025-05-16,29.37,28.17,28.70857143,33.49,31.5,32.42142857,26.72,25.24,25.89857143,84.7,78.92,81.87285714,4.15,0.18,2.012857143,5,False,False,True,19,0.748510748,-0.663122658,6.754285714,4.885714286,3.051428571,2.234285714,2.502857143,4.292857143,28.73857143,28.60857143,28.78285714,28.79857143,28.38571429,27.29285714,80.40428571,79.99142857,81.04142857,77.95857143,78.9,76.58428571,0
Matale,212,2024-01-20,2024-01-26, 2024-01-20 to 2024-01-26,23.92,21.5,22.71428571,28.36,27.02,27.60857143,21.21,16.69,18.90142857,91.83,85.15,88.87714286,8.0,0.0,1.221428571,1,False,True,False,3,0.354604887,0.935016243,5.447142857,20.73,14.66285714,14.60142857,10.58428571,22.8,23.00428571,24.03857143,24.36428571,24.35142857,24.57571429,24.63857143,90.01428571,92.86285714,92.39,92.55,92.37857143,93.24,0
Mullaitivu,260,2024-12-21,2024-12-27, 2024-12-21 to 2024-12-27,27.11,26.44,26.80714286,28.71,27.68,28.04428571,26.03,25.0,25.68285714,88.71,81.58,84.99285714,2.78,0.01,0.715714286,12,False,True,False,51,-0.12053668,0.992708874,4.87,10.55428571,0.885714286,32.28714286,15.53428571,4.625714286,26.67142857,27.32142857,27.18714286,27.25857143,28.12857143,28.32857143,86.51571429,83.82714286,85.32285714,87.29,83.13857143,81.77857143,0
Kurunegala,133,2022-07-16,2022-07-22, 2022-07-16 to 2022-07-22,26.17,25.11,25.66571429,30.36,28.61,29.63285714,23.63,22.54,23.20571429,88.25,82.0,84.78571429,15.27,0.16,6.0,7,False,False,True,28,-0.239315664,-0.970941817,0.72,1.82,0.605714286,2.094285714,1.964285714,0.677142857,25.16428571,24.99285714,25.55714286,25.09857143,24.96571429,25.40857143,81.23,85.40714286,85.23714286,87.46714286,87.73714286,87.91428571,0
Jaffna,42,2020-10-17,2020-10-23, 2020-10-17 to 2020-10-23,28.66,28.12,28.37571429,30.5,28.94,29.77714286,27.56,27.01,27.26,82.17,76.51,79.83,5.6,0.03,2.848571429,10,True,False,False,42,-0.935016243,0.354604887,1.018571429,3.161428571,6.487142857,0.368571429,0.72,6.614285714,28.59285714,28.42,28.03571429,28.39714286,28.49571429,28.39571429,78.25,79.42285714,80.88428571,77.28857143,78.79428571,79.6,0
Trincomalee,225,2024-04-20,2024-04-26, 2024-04-20 to 2024-04-26,30.77,30.08,30.39571429,34.32,32.54,33.49428571,28.33,27.75,28.09285714,76.1,67.35,73.05285714,1.58,0.0,0.651428571,4,False,False,False,16,0.935016243,-0.354604887,0.775714286,1.5,1.162857143,1.058571429,2.484285714,0.0,30.09857143,29.60428571,29.32857143,28.64857143,28.03428571,27.60142857,75.13857143,75.21,76.20142857,75.10285714,77.14857143,74.11571429,0
Mannar,80,2021-07-10,2021-07-16, 2021-07-10 to 2021-07-16,29.48,28.47,28.86857143,31.82,29.85,30.89428571,27.67,26.91,27.32428571,79.21,68.51,73.66142857,3.6,0.04,1.552857143,7,False,False,True,27,-0.12053668,-0.992708874,1.851428571,0.984285714,0.234285714,0.44,0.464285714,2.901428571,28.66714286,28.58285714,28.74571429,29.07,28.61857143,29.27571429,79.62285714,77.64714286,78.81285714,77.12142857,80.57571429,79.26571429,0
Puttalam,79,2021-07-03,2021-07-09, 2021-07-03 to 2021-07-09,27.65,27.23,27.37857143,30.1,28.9,29.27714286,26.46,25.27,26.05142857,86.45,83.81,84.85,7.57,0.78,2.817142857,7,False,False,True,26,-3.22e-16,-1.0,0.652857143,0.428571429,1.954285714,2.027142857,8.102857143,9.031428571,27.39285714,27.35857143,27.46571429,27.46285714,27.87714286,27.90714286,83.00571429,85.12142857,84.42142857,86.31142857,85.88285714,84.66714286,0
Jaffna,105,2022-01-01,2022-01-07, 2022-01-01 to 2022-01-07,27.07,26.13,26.55428571,28.28,27.13,27.67142857,26.37,25.22,25.75857143,85.67,78.51,82.67857143,30.32,0.18,8.847142857,1,False,True,False,52,6.43e-16,1.0,5.535714286,0.504285714,7.595714286,2.548571429,16.59142857,19.51714286,26.63,26.29,27.32428571,27.60857143,27.08,27.20285714,75.96428571,75.01142857,81.82857143,79.72857143,84.71142857,84.57,0
Matara,244,2024-08-31,2024-09-06, 2024-08-31 to 2024-09-06,28.04,27.25,27.68571429,29.54,28.31,29.15285714,27.13,26.32,26.68857143,85.09,81.37,83.52428571,14.13,1.14,5.221428571,8,False,False,True,35,-0.885456026,-0.464723172,2.108571429,8.591428571,6.764285714,2.687142857,4.907142857,1.707142857,27.67857143,27.24571429,27.42142857,27.54142857,27.64,27.87428571,82.55,84.48857143,86.33571429,83.52,85.92,85.57428571,2
Matara,189,2023-08-12,2023-08-18, 2023-08-12 to 2023-08-18,28.25,27.24,27.66428571,30.26,28.91,29.40571429,26.87,26.13,26.39,82.83,74.28,80.64142857,4.0,0.54,1.947142857,8,False,False,True,32,-0.663122658,-0.748510748,3.661428571,0.612857143,2.008571429,3.27,2.057142857,6.161428571,27.65428571,27.57285714,27.21714286,27.34571429,27.18857143,26.95714286,84.42571429,86.58285714,87.03571429,87.39428571,87.11,86.52857143,0
Matara,166,2023-03-04,2023-03-10, 2023-03-04 to 2023-03-10,27.46,26.56,26.99857143,30.08,28.22,29.26428571,25.75,24.61,25.19857143,83.69,80.09,82.16571429,7.0,0.46,3.318571429,3,False,False,False,9,0.885456026,0.464723172,4.491428571,6.751428571,0.784285714,4.797142857,16.75142857,6.648571429,26.69285714,26.56714286,26.02285714,26.46857143,25.96285714,25.83,78.91857143,82.43571429,76.41857143,83.14285714,82.21285714,81.67428571,0
Vavuniya,114,2022-03-05,2022-03-11, 2022-03-05 to 2022-03-11,27.0,26.06,26.47285714,30.75,28.74,30.09571429,24.87,22.74,23.92714286,84.5,80.46,82.49714286,3.86,0.0,0.622857143,3,False,False,False,9,0.885456026,0.464723172,1.99,2.768571429,7.502857143,5.741428571,1.112857143,0.292857143,26.01714286,25.92428571,25.16,25.10857143,25.02428571,24.52142857,81.19428571,82.89,82.09571429,82.63142857,82.16857143,80.28857143,0
Jaffna,245,2024-09-07,2024-09-13, 2024-09-07 to 2024-09-13,29.5,29.08,29.33428571,31.38,30.13,30.85571429,28.44,27.88,28.15285714,81.06,73.03,78.72,2.25,0.05,0.578571429,9,False,False,True,36,-0.935016243,-0.354604887,1.191428571,0.674285714,4.967142857,3.027142857,3.134285714,0.137142857,29.35,28.97285714,28.95714286,29.53,28.94142857,29.74142857,78.67714286,78.86428571,79.66857143,77.74285714,78.23142857,75.07428571,0
Ampara,19,2020-05-09,2020-05-15, 2020-05-09 to 2020-05-15,30.34,29.16,29.53714286,32.08,30.5,31.15714286,28.82,27.77,28.29571429,81.23,70.01,77.2,18.29,1.77,8.378571429,5,False,False,True,19,0.748510748,-0.663122658,6.66,3.415714286,3.307142857,5.94,1.557142857,0.288571429,29.73714286,29.63571429,29.38,29.03285714,28.97714286,28.20857143,75.26857143,75.32,76.71857143,77.69,74.27571429,73.85857143,0
Polonnaruwa,176,2023-05-13,2023-05-19, 2023-05-13 to 2023-05-19,29.05,27.73,28.45,32.47,30.69,31.68285714,26.14,25.54,25.90571429,88.46,78.98,84.39,1.05,0.02,0.382857143,5,False,False,True,19,0.748510748,-0.663122658,4.632857143,13.76428571,5.925714286,1.45,1.47,7.445714286,26.68285714,27.37857143,28.35285714,28.42714286,27.79714286,27.41428571,86.29142857,85.19428571,82.13285714,78.10142857,79.91428571,82.95142857,1
Polonnaruwa,213,2024-01-27,2024-02-02, 2024-01-27 to 2024-02-02,26.73,25.42,26.21142857,29.68,28.03,28.82857143,25.12,23.09,24.45571429,90.08,85.07,88.17714286,8.71,1.52,4.158571429,1,False,True,False,4,0.464723172,0.885456026,1.901428571,9.655714286,27.02285714,13.61,17.11571429,12.24428571,25.29428571,25.20285714,25.97857143,26.16857143,26.49285714,26.38857143,82.87428571,85.14857143,89.75714286,88.28428571,88.56285714,90.21571429,0
Kurunegala,104,2021-12-25,2021-12-31, 2021-12-25 to 2021-12-31,24.33,21.16,22.59142857,28.55,26.56,27.54714286,21.2,16.75,18.50571429,90.66,85.93,88.57857143,6.6,0.0,1.977142857,12,False,True,False,51,-0.12053668,0.992708874,3.524285714,9.212857143,3.018571429,12.36428571,19.69714286,8.831428571,23.20571429,23.75,24.42142857,24.60285714,23.87285714,24.38428571,90.06714286,92.64,88.51142857,89.19,91.35571429,91.89,0
Colombo,76,2021-06-12,2021-06-18, 2021-06-12 to 2021-06-18,27.05,26.42,26.70571429,28.87,27.85,28.37428571,25.76,24.87,25.37285714,90.75,85.14,87.51,23.94,0.65,5.775714286,6,False,False,True,23,0.354604887,-0.935016243,6.511428571,16.28428571,17.28142857,7.881428571,21.80285714,14.55,26.72,27.12285714,27.24714286,27.26714286,27.23857143,27.44428571,87.83857143,87.91285714,87.20857143,85.66,87.63571429,84.35571429,0
Puttalam,186,2023-07-22,2023-07-28, 2023-07-22 to 2023-07-28,28.71,27.64,28.10428571,32.94,30.0,31.19571429,26.24,25.74,26.01285714,81.2,73.89,78.17428571,1.53,0.01,0.642857143,7,False,False,True,29,-0.354604887,-0.935016243,0.177142857,0.311428571,1.632857143,1.281428571,0.905714286,0.491428571,28.23428571,28.14142857,27.54428571,27.82571429,28.30571429,28.62285714,79.53142857,78.27285714,79.72285714,81.93,80.85,81.19857143,0
Kalutara,196,2023-09-30,2023-10-06, 2023-09-30 to 2023-10-06,26.99,26.37,26.63714286,28.27,27.36,27.85857143,25.93,25.28,25.65285714,88.02,86.59,87.20857143,44.78,8.5,24.02428571,9,False,False,True,39,-1.0,-1.84e-16,18.77428571,13.68,8.311428571,19.30285714,10.9,1.064285714,26.98285714,26.66,26.87428571,26.96428571,27.16428571,27.31285714,86.44142857,86.11428571,85.26571429,85.67857143,85.75285714,85.02714286,0
Jaffna,113,2022-02-26,2022-03-04, 2022-02-26 to 2022-03-04,27.56,26.95,27.24428571,29.08,28.36,28.73,26.79,25.31,25.98428571,81.5,71.08,75.90571429,9.38,0.0,1.591428571,2,False,True,False,8,0.822983866,0.568064747,1.148571429,4.594285714,3.455714286,0.814285714,0.168571429,4.04,27.05714286,26.34857143,26.33857143,26.28714286,26.47857143,26.46285714,76.98571429,76.36714286,77.33,76.54857143,73.64,76.24285714,0
Monaragala,251,2024-10-19,2024-10-25, 2024-10-19 to 2024-10-25,25.91,24.71,25.48714286,31.03,27.14,29.25428571,23.68,21.06,22.61857143,91.78,82.48,85.43285714,10.12,1.2,4.5,10,True,False,False,42,-0.935016243,0.354604887,6.241428571,16.44428571,5.207142857,3.36,0.327142857,1.832857143,24.93285714,25.30142857,25.90857143,27.06285714,26.74571429,26.50428571,84.05285714,83.68857143,81.29,72.40714286,71.95285714,75.65428571,5
Batticaloa,242,2024-08-17,2024-08-23, 2024-08-17 to 2024-08-23,29.28,28.47,28.79285714,31.84,30.72,31.24428571,27.77,26.68,27.12,82.15,74.83,78.72714286,9.42,0.85,4.744285714,8,False,False,True,33,-0.748510748,-0.663122658,4.144285714,3.64,0.91,0.118571429,0.238571429,1.867142857,29.30714286,29.81142857,30.01714286,30.19142857,29.58142857,29.61571429,77.96714286,71.64428571,69.71428571,68.93142857,70.73428571,72.98142857,0
Kilinochchi,208,2023-12-23,2023-12-29, 2023-12-23 to 2023-12-29,27.46,26.84,27.11,28.36,27.75,28.09285714,26.89,26.14,26.38714286,88.37,79.14,84.82142857,17.2,1.89,7.125714286,12,False,True,False,51,-0.12053668,0.992708874,25.62571429,17.21857143,9.157142857,14.34285714,11.28714286,25.61428571,27.16,27.24142857,27.54142857,27.67857143,27.60571429,27.79428571,87.90714286,85.19142857,89.22714286,85.59857143,83.14,85.14285714,0
Gampaha,219,2024-03-09,2024-03-15, 2024-03-09 to 2024-03-15,27.84,27.23,27.65857143,31.87,30.59,31.44428571,25.26,22.73,24.15571429,74.74,68.07,72.03285714,0.6,0.0,0.207142857,3,False,False,False,10,0.935016243,0.354604887,0.497142857,0.86,0.555714286,0.424285714,1.101428571,3.938571429,27.33571429,27.45142857,27.17,26.24428571,25.93428571,26.27714286,75.05857143,79.47,81.97714286,83.20857143,82.30857143,85.36142857,0
Ratnapura,229,2024-05-18,2024-05-24, 2024-05-18 to 2024-05-24,26.59,25.7,26.12142857,30.26,27.7,28.58,25.22,23.54,24.50142857,92.08,86.01,88.96571429,19.66,2.3,8.868571429,5,False,False,True,20,0.663122658,-0.748510748,10.61428571,4.325714286,4.197142857,2.208571429,2.422857143,2.664285714,26.43857143,27.20571429,27.36857143,27.25285714,26.64571429,26.88428571,87.00428571,87.11428571,85.77,83.38571429,85.66428571,83.62857143,1
Kandy,228,2024-05-11,2024-05-17, 2024-05-11 to 2024-05-17,28.28,26.22,27.32714286,33.97,29.41,31.80857143,24.38,23.72,24.20428571,88.72,75.86,80.27,17.71,5.04,10.76857143,5,False,False,True,19,0.748510748,-0.663122658,3.18,2.314285714,1.984285714,3.565714286,2.838571429,1.768571429,28.88857143,29.31285714,29.15571429,28.13142857,28.27142857,28.33285714,75.41142857,73.35857143,70.98142857,76.99,73.94428571,72.69,0
Matara,262,2025-01-04,2025-01-10, 2025-01-04 to 2025-01-10,27.13,26.3,26.71714286,29.55,28.05,28.92,25.66,24.32,24.93142857,84.96,78.42,81.52571429,6.97,0.13,1.53,1,False,True,False,1,0.12053668,0.992708874,8.414285714,4.655714286,8.447142857,4.63,1.71,8.648571429,26.75285714,27.25285714,27.28,27.19714286,27.35285714,26.90714286,84.38428571,82.64142857,85.15571429,81.99142857,80.74857143,85.12714286,0
Gampaha,254,2024-11-09,2024-11-15, 2024-11-09 to 2024-11-15,27.36,26.68,26.95142857,30.07,29.01,29.45857143,25.48,24.08,24.89285714,86.68,81.97,84.71714286,25.59,0.14,9.394285714,11,True,False,False,45,-0.748510748,0.663122658,17.04428571,3.542857143,5.914285714,7.485714286,13.49714286,5.182857143,26.56714286,26.97714286,26.88285714,26.42428571,26.14428571,27.38714286,84.28,87.87857143,86.87857143,86.10714286,87.25142857,83.32285714,0
Nuwara Eliya,12,2020-03-21,2020-03-27, 2020-03-21 to 2020-03-27,23.84,22.79,23.45142857,30.64,29.52,30.21857143,19.04,16.43,17.75,77.28,73.66,75.33285714,1.01,0.01,0.382857143,3,False,False,False,12,0.992708874,0.12053668,1.398571429,0.921428571,1.121428571,0.707142857,1.5,1.475714286,24.08857143,23.34142857,23.29285714,22.74,22.05857143,21.88857143,80.49571429,80.00714286,81.57571429,86.02428571,85.53714286,86.98857143,1
Colombo,138,2022-08-20,2022-08-26, 2022-08-20 to 2022-08-26,26.14,24.91,25.68857143,28.2,26.02,27.33,24.95,23.96,24.55714286,89.31,87.14,87.98857143,10.38,1.2,4.397142857,8,False,False,True,33,-0.748510748,-0.663122658,0.888571429,0.812857143,13.10571429,5.211428571,4.525714286,1.25,26.17142857,25.87857143,25.65571429,26.13142857,26.06857143,26.01857143,87.18857143,88.76285714,87.96,85.74571429,88.77142857,85.45142857,0
Kandy,174,2023-04-29,2023-05-05, 2023-04-29 to 2023-05-05,27.03,23.85,25.55714286,31.96,25.94,28.90857143,24.0,21.97,22.97714286,91.5,81.26,87.69857143,28.11,8.86,18.06571429,4,False,False,False,17,0.885456026,-0.464723172,7.031428571,1.53,1.315714286,7.518571429,0.535714286,8.928571429,26.57571429,26.68714286,25.79285714,26.30142857,26.09857143,25.84857143,83.38857143,78.58142857,82.68285714,81.19571429,78.72428571,83.06285714,0
Kalutara,140,2022-09-03,2022-09-09, 2022-09-03 to 2022-09-09,26.06,25.72,25.86,27.59,26.65,27.09857143,25.37,24.8,25.04285714,92.71,85.29,89.83857143,25.46,0.43,7.534285714,9,False,False,True,35,-0.885456026,-0.464723172,13.13857143,4.947142857,1.108571429,1.202857143,11.53142857,5.677142857,25.68285714,26.05285714,26.37428571,26.05571429,25.91714286,26.20428571,86.47142857,87.37,87.25,89.69,87.78,86.74428571,0
Kandy,138,2022-08-20,2022-08-26, 2022-08-20 to 2022-08-26,25.6,23.91,24.93285714,30.25,26.77,28.77857143,23.14,22.21,22.68285714,89.15,82.4,85.19571429,11.56,0.3,3.081428571,8,False,False,True,33,-0.748510748,-0.663122658,0.621428571,0.251428571,12.10285714,6.68,6.0,0.72,25.76428571,24.95714286,24.54142857,25.32428571,25.66571429,25.16428571,82.45714286,84.92142857,86.94142857,83.48857143,84.78571429,81.23,0
Galle,180,2023-06-10,2023-06-16, 2023-06-10 to 2023-06-16,28.78,28.33,28.48,29.38,28.67,28.90857143,28.3,27.96,28.10285714,88.66,81.92,85.23857143,11.25,2.31,5.814285714,6,False,False,True,23,0.354604887,-0.935016243,4.538571429,5.782857143,2.671428571,5.552857143,8.655714286,19.24857143,28.41714286,28.85142857,28.19571429,28.70714286,28.61142857,28.40571429,82.74142857,82.71,85.84714286,85.17857143,81.28,80.54142857,0
Kalutara,186,2023-07-22,2023-07-28, 2023-07-22 to 2023-07-28,27.33,26.78,26.99857143,29.13,27.92,28.43285714,26.3,25.86,25.97285714,88.95,85.48,87.18285714,3.96,0.19,2.071428571,7,False,False,True,29,-0.354604887,-0.935016243,2.501428571,2.094285714,7.804285714,6.925714286,2.192857143,6.402857143,27.18714286,26.93857143,26.61857143,27.02,27.52857143,27.68,87.83142857,87.65428571,87.62571429,87.13857143,85.99714286,87.53857143,0
Monaragala,234,2024-06-22,2024-06-28, 2024-06-22 to 2024-06-28,26.27,25.15,25.78714286,32.02,29.53,30.85285714,23.32,22.03,22.56714286,77.85,74.11,75.74857143,6.2,0.25,2.265714286,6,False,False,True,25,0.12053668,-0.992708874,2.24,1.537142857,4.217142857,3.842857143,9.028571429,10.36285714,26.25285714,25.91285714,25.94142857,26.57571429,26.24428571,26.77714286,79.99,83.29571429,85.32857143,81.41285714,84.97857143,82.02571429,0
Mullaitivu,142,2022-09-17,2022-09-23, 2022-09-17 to 2022-09-23,28.78,28.29,28.47142857,31.54,30.22,30.84285714,26.91,26.21,26.63,81.18,73.63,78.20142857,0.23,0.06,0.102857143,9,False,False,True,37,-0.970941817,-0.239315664,0.115714286,2.287142857,6.315714286,5.887142857,1.215714286,0.338571429,28.30428571,27.85571429,27.46285714,28.10857143,28.67142857,28.46285714,79.31857143,81.45,80.94142857,80.27714286,78.09142857,78.14142857,0
Kandy,6,2020-02-08,2020-02-14, 2020-02-08 to 2020-02-14,24.53,22.2,23.47142857,29.15,28.08,28.64571429,21.96,17.61,19.52142857,88.19,83.9,85.88428571,3.89,0.0,0.887142857,2,False,True,False,6,0.663122658,0.748510748,0.008571429,0.001428571,3.558571429,0.998571429,1.628571429,1.16,22.98571429,22.31714286,24.24714286,22.47857143,23.37285714,23.76,86.90285714,85.88714286,90.11571429,86.89,89.46714286,89.20571429,0
Polonnaruwa,153,2022-12-03,2022-12-09, 2022-12-03 to 2022-12-09,26.03,22.48,24.84428571,29.05,24.66,27.35571429,24.33,21.03,23.06857143,91.85,84.36,87.43857143,9.59,5.73,7.928571429,12,False,True,False,48,-0.464723172,0.885456026,5.892857143,0.29,8.26,17.87,26.45428571,5.724285714,25.95,25.49714286,25.41285714,25.85714286,26.32142857,26.35285714,83.73142857,86.15714286,86.21142857,88.16285714,85.97285714,83.05857143,0
Matara,225,2024-04-20,2024-04-26, 2024-04-20 to 2024-04-26,29.42,28.82,29.08142857,31.45,30.55,31.03428571,27.96,27.16,27.68285714,84.05,74.49,80.84285714,6.19,1.02,3.38,4,False,False,False,16,0.935016243,-0.354604887,3.217142857,2.511428571,4.815714286,2.484285714,2.491428571,0.945714286,28.67714286,28.85571429,28.72857143,28.64285714,27.87,27.90714286,82.97714286,80.7,79.73142857,81.23142857,77.56428571,75.50428571,0
Galle,169,2023-03-25,2023-03-31, 2023-03-25 to 2023-03-31,28.17,27.64,27.99857143,29.15,28.44,28.94571429,27.3,26.93,27.12142857,82.68,77.22,80.21571429,7.09,0.72,4.024285714,3,False,False,False,12,0.992708874,0.12053668,9.528571429,6.898571429,3.224285714,3.047142857,9.9,0.861428571,27.95857143,27.92571429,27.69714286,27.47,27.21,26.73714286,79.71142857,79.54142857,78.62857143,75.48142857,78.91142857,74.08428571,0
Ratnapura,151,2022-11-19,2022-11-25, 2022-11-19 to 2022-11-25,24.6,23.4,23.91285714,29.18,26.91,28.06857143,21.01,19.34,20.48,88.78,82.17,86.63857143,0.3,0.03,0.165714286,11,True,False,False,46,-0.663122658,0.748510748,14.74285714,12.86,10.21428571,9.941428571,13.05857143,8.912857143,23.86857143,24.30571429,24.65428571,24.63857143,24.27285714,24.47142857,86.85857143,88.22571429,88.15285714,86.90428571,89.30285714,89.2,0
Kurunegala,236,2024-07-06,2024-07-12, 2024-07-06 to 2024-07-12,26.68,25.78,26.21857143,31.06,29.8,30.49571429,24.1,22.38,23.46571429,83.13,77.94,80.80857143,2.69,0.13,1.441428571,7,False,False,True,27,-0.12053668,-0.992708874,1.942857143,2.345714286,1.417142857,1.13,3.617142857,3.998571429,26.59,26.20428571,26.68714286,26.59571429,26.50857143,26.58,80.90142857,81.49714286,82.61428571,83.26714286,84.32285714,86.53142857,0
Ampara,92,2021-10-02,2021-10-08, 2021-10-02 to 2021-10-08,28.35,27.59,27.95285714,30.86,28.88,29.90571429,27.07,25.9,26.37857143,88.02,79.36,82.42857143,19.81,3.55,11.18714286,10,True,False,False,39,-1.0,-1.84e-16,9.322857143,8.618571429,3.317142857,3.188571429,3.698571429,5.807142857,27.94714286,28.55857143,28.78857143,28.69285714,28.55714286,28.09142857,78.14,79.70571429,77.76571429,77.96285714,76.28714286,79.42857143,0
Matale,60,2021-02-20,2021-02-26, 2021-02-20 to 2021-02-26,24.54,23.62,24.23428571,30.69,28.06,29.2,21.57,19.36,20.47285714,89.69,83.62,87.07,11.21,0.0,3.42,2,False,True,False,7,0.748510748,0.663122658,0.95,2.217142857,4.268571429,3.05,1.481428571,15.94285714,23.57857143,22.39571429,23.35857143,22.12857143,23.75,23.51142857,87.80571429,87.92571429,90.77857143,88.78571429,91.82142857,93.58285714,0
Ampara,181,2023-06-17,2023-06-23, 2023-06-17 to 2023-06-23,29.26,28.82,29.06714286,32.07,30.71,31.55,27.5,26.98,27.22428571,82.31,76.13,79.01,14.75,0.09,3.032857143,6,False,False,True,24,0.239315664,-0.970941817,2.641428571,1.718571429,2.531428571,1.102857143,1.772857143,11.97428571,29.55714286,29.60428571,29.82714286,29.30428571,29.40428571,28.15714286,77.12,77.81571429,76.95857143,78.37714286,81.82,79.64428571,0
Monaragala,130,2022-06-25,2022-07-01, 2022-06-25 to 2022-07-01,25.09,24.08,24.61571429,29.78,27.39,28.85714286,22.13,21.3,21.68,86.71,83.03,84.73714286,1.46,0.14,0.772857143,6,False,False,True,25,0.12053668,-0.992708874,3.23,3.86,2.962857143,9.167142857,5.46,7.898571429,24.57857143,24.59285714,24.79285714,24.66142857,25.20714286,25.35142857,87.76142857,85.95285714,88.13,88.39571429,87.55142857,88.44,0
Anuradhapura,13,2020-03-28,2020-04-03, 2020-03-28 to 2020-04-03,29.06,27.95,28.50571429,37.6,36.62,37.14142857,22.97,20.76,22.02142857,67.43,64.2,66.19,1.26,0.0,0.285714286,3,False,False,False,13,1.0,-1.61e-16,0.652857143,0.277142857,0.514285714,0.021428571,0.694285714,1.907142857,28.16857143,28.42857143,27.46714286,26.69142857,26.17142857,25.01857143,66.87428571,69.73285714,71.08857143,70.46,79.39857143,79.65857143,0
Batticaloa,233,2024-06-15,2024-06-21, 2024-06-15 to 2024-06-21,30.3,29.41,29.85,33.58,32.3,32.67142857,27.74,27.42,27.56571429,76.94,72.93,75.22285714,3.09,0.84,1.734285714,6,False,False,True,24,0.239315664,-0.970941817,2.134285714,2.641428571,2.371428571,10.55285714,9.884285714,2.135714286,29.55428571,29.29571429,29.75285714,29.42285714,29.26428571,30.46,77.59428571,80.43857143,78.51428571,80.94,79.84142857,78.90285714,0
Vavuniya,247,2024-09-21,2024-09-27, 2024-09-21 to 2024-09-27,29.92,29.22,29.59714286,34.83,33.4,34.23,27.16,25.98,26.60142857,75.81,68.69,71.98571429,6.56,0.12,1.412857143,9,False,False,True,38,-0.992708874,-0.12053668,0.097142857,0.14,1.377142857,0.368571429,7.81,4.408571429,29.70428571,29.13428571,28.89142857,28.55857143,28.22714286,29.25857143,71.71285714,74.74714286,76.41285714,76.15142857,79.15142857,76.95285714,0
Gampaha,78,2021-06-26,2021-07-02, 2021-06-26 to 2021-07-02,26.69,26.5,26.57285714,28.55,27.82,28.20428571,25.41,25.01,25.23285714,88.57,84.7,86.16142857,15.8,1.45,4.344285714,6,False,False,True,25,0.12053668,-0.992708874,2.741428571,5.775714286,6.511428571,16.28428571,17.28142857,7.881428571,26.62428571,26.70571429,26.72,27.12285714,27.24714286,27.26714286,87.27142857,87.51,87.83857143,87.91285714,87.20857143,85.66,0
Ratnapura,193,2023-09-09,2023-09-15, 2023-09-09 to 2023-09-15,25.37,24.39,24.87285714,28.78,26.87,27.97,23.58,21.92,22.68,91.44,86.25,88.54857143,21.53,3.71,10.09,9,False,False,True,36,-0.935016243,-0.354604887,18.08857143,10.37,1.382857143,2.11,3.052857143,0.438571429,24.93285714,25.34571429,25.76428571,25.46428571,25.54571429,25.59857143,89.39285714,87.80142857,85.40857143,84.40142857,87.38428571,87.78285714,0
Kegalle,78,2021-06-26,2021-07-02, 2021-06-26 to 2021-07-02,25.55,24.75,25.17571429,29.8,27.65,28.84142857,22.89,21.7,22.46285714,88.02,85.2,86.55857143,5.69,0.29,1.484285714,6,False,False,True,25,0.12053668,-0.992708874,2.67,3.007142857,2.818571429,9.06,12.20857143,4.302857143,25.16857143,25.33857143,25.27571429,25.83571429,25.56142857,25.75571429,88.25714286,87.97285714,88.80571429,89.20142857,89.02571429,86.99142857,0
Badulla,103,2021-12-18,2021-12-24, 2021-12-18 to 2021-12-24,23.45,21.29,22.85285714,27.64,26.42,26.91,20.61,17.28,19.51142857,92.56,87.32,90.83142857,17.7,0.0,3.674285714,12,False,True,False,50,-0.239315664,0.970941817,12.17142857,4.541428571,10.36857143,24.90571429,8.92,29.61285714,23.16142857,24.02142857,23.81571429,23.55428571,24.23142857,23.75285714,93.91285714,90.38428571,90.55857143,89.56571429,88.57714286,89.44,2
Matale,276,2025-04-12,2025-04-18, 2025-04-12 to 2025-04-18,26.31,25.23,25.97857143,30.26,28.33,29.61571429,23.74,22.74,23.16142857,89.64,84.8,87.51142857,4.24,0.25,2.04,4,False,False,False,15,0.970941817,-0.239315664,8.847142857,12.94571429,3.114285714,4.542857143,8.438571429,12.72,25.69428571,25.21428571,25.55571429,25.31428571,24.47,24.59142857,87.25285714,83.19285714,84.69857143,88.00285714,85.42285714,84.51714286,0
